user_id,date,session_duration_mins,quests_completed,login_hour,streak_days,doomscroll_triggered
2011,2029-07-03,471.6,4,23,16,1
2012,2029-07-04,603.0,7,22,17,0
2013,2029-07-05,540.0,6,22,15,0
2014,2029-07-06,409.8,5,23,13,1
2015,2029-07-07,268.2,7,20,8,0
2016,2029-07-08,327.0,5,20,3,0
2017,2029-07-09,574.2,6,22,18,0
2018,2029-07-10,367.8,4,22,9,1
2019,2029-07-11,340.2,5,22,10,0
2020,2029-07-12,544.8,6,22,16,0
2021,2029-07-13,356.4,7,22,12,0
2022,2029-07-14,261.6,5,22,7,1
2023,2029-07-15,290.4,4,22,4,0
2024,2029-07-16,447.0,7,22,10,0
2025,2029-07-17,437.4,5,22,12,1
2026,2029-07-18,469.8,4,21,16,1
2027,2029-07-19,462.0,2,22,11,1
2028,2029-07-20,352.2,5,21,12,1
2029,2029-07-21,244.2,5,21,6,0
2030,2029-07-22,579.0,6,22,17,0
2031,2029-07-23,620.4,4,22,26,1
2032,2029-07-24,430.2,6,22,18,0
2033,2029-07-25,469.8,6,23,17,0
2034,2029-07-26,516.6,4,21,14,1
2035,2029-07-27,379.8,5,22,7,0
2036,2029-07-28,254.4,3,22,8,1
2037,2029-07-29,430.2,4,20,15,1
2038,2029-07-30,411.0,6,21,16,0
2039,2029-07-31,373.8,2,21,8,1
2040,2029-08-01,387.6,4,21,14,1
2041,2029-08-02,457.2,2,21,13,1
2042,2029-08-03,452.4,4,22,14,1
2043,2029-08-04,457.8,6,21,14,0
2044,2029-08-05,356.4,6,20,14,0
2045,2029-08-06,298.2,5,22,3,0
2046,2029-08-07,676.8,6,21,20,1
2047,2029-08-08,636.0,5,23,18,1
2048,2029-08-09,422.4,5,21,12,0
2049,2029-08-10,190.8,8,21,7,0
2050,2029-08-11,448.8,4,22,15,1
2051,2029-08-12,304.8,4,21,5,0
2052,2029-08-13,579.0,6,21,20,0
2053,2029-08-14,312.6,5,21,11,1
2054,2029-08-15,409.2,6,22,9,0
2055,2029-08-16,519.0,6,21,15,0
2056,2029-08-17,424.2,5,22,10,1
2057,2029-08-18,351.6,4,22,11,1
2058,2029-08-19,261.6,5,22,8,0
2059,2029-08-20,447.0,5,22,15,1
2060,2029-08-21,518.4,4,22,13,1
2061,2029-08-22,456.6,5,21,17,1
2062,2029-08-23,221.4,7,22,5,0
2063,2029-08-24,246.6,7,22,7,0
2064,2029-08-25,348.0,6,21,10,0
2065,2029-08-26,544.8,5,20,17,0
2066,2029-08-27,332.4,5,22,6,0
2067,2029-08-28,267.6,3,21,8,1
2068,2029-08-29,608.4,1,23,18,1
2069,2029-08-30,537.0,5,22,14,0
2070,2029-08-31,499.8,4,21,17,1
2071,2029-09-01,328.8,7,20,12,0
2072,2029-09-02,654.6,5,21,20,1
2073,2029-09-03,312.0,6,22,5,0
2074,2029-09-04,514.8,3,22,11,1
2075,2029-09-05,307.2,5,22,11,0
2076,2029-09-06,411.6,6,21,11,0
2077,2029-09-07,394.8,4,22,6,1
2078,2029-09-08,498.0,5,22,14,1
2079,2029-09-09,178.8,4,23,6,1
2080,2029-09-10,174.6,6,22,6,0
2081,2029-09-11,318.0,3,21,2,1
2082,2029-09-12,316.2,5,23,9,0
2083,2029-09-13,462.0,5,22,13,1
2084,2029-09-14,367.8,4,21,13,1
2085,2029-09-15,365.4,5,22,11,1
2086,2029-09-16,417.0,5,23,9,1
2087,2029-09-17,400.2,4,22,10,1
2088,2029-09-18,332.4,4,22,9,0
2089,2029-09-19,652.8,7,22,21,1
2090,2029-09-20,306.0,5,22,6,0
2091,2029-09-21,410.4,8,21,9,0
2092,2029-09-22,394.2,6,22,12,1
2093,2029-09-23,339.0,5,20,7,1
2094,2029-09-24,544.2,3,22,12,1
2095,2029-09-25,282.0,5,22,5,0
2096,2029-09-26,472.8,5,23,13,1
2097,2029-09-27,275.4,5,21,10,1
2098,2029-09-28,361.8,5,22,9,0
2099,2029-09-29,406.2,6,22,11,1
2100,2029-09-30,298.8,6,21,10,1
2101,2029-10-01,367.2,7,20,10,0
2102,2029-10-02,471.6,5,22,15,1
2103,2029-10-03,515.4,4,22,20,1
2104,2029-10-04,179.4,3,22,2,1
2105,2029-10-05,525.6,4,23,11,1
2106,2029-10-06,306.0,7,22,6,0
2107,2029-10-07,408.0,4,22,10,0
2108,2029-10-08,569.4,6,22,14,0
2109,2029-10-09,485.4,4,23,23,1
2110,2029-10-10,520.2,5,21,11,1
2111,2029-10-11,476.4,6,21,13,0
2112,2029-10-12,264.0,4,21,8,1
2113,2029-10-13,258.6,5,22,8,0
2114,2029-10-14,376.8,5,21,7,1
2115,2029-10-15,402.0,4,21,9,1
2116,2029-10-16,403.2,5,22,10,1
2117,2029-10-17,490.8,7,21,18,0
2118,2029-10-18,403.2,6,21,10,0
2119,2029-10-19,431.4,5,23,14,1
2120,2029-10-20,430.2,4,22,13,1
2121,2029-10-21,446.4,5,21,16,0
2122,2029-10-22,208.2,5,21,3,0
2123,2029-10-23,324.6,4,22,14,1
2124,2029-10-24,531.0,3,22,13,1
2125,2029-10-25,360.6,6,22,12,0
2126,2029-10-26,599.4,8,21,17,0
2127,2029-10-27,381.6,4,21,11,1
2128,2029-10-28,463.2,7,22,16,0
2129,2029-10-29,310.2,5,21,13,1
2130,2029-10-30,556.8,4,22,13,1
2131,2029-10-31,511.2,5,21,13,1
2132,2029-11-01,345.0,5,21,11,0
2133,2029-11-02,616.2,6,23,19,1
2134,2029-11-03,580.8,6,22,17,1
2135,2029-11-04,426.6,3,22,12,1
2136,2029-11-05,445.8,5,20,13,0
2137,2029-11-06,462.6,3,21,14,1
2138,2029-11-07,445.8,5,21,16,0
2139,2029-11-08,541.2,4,22,19,1
2140,2029-11-09,443.4,5,23,16,0
2141,2029-11-10,466.2,7,21,11,0
2142,2029-11-11,445.8,7,22,8,0
2143,2029-11-12,531.0,4,23,16,1
2144,2029-11-13,414.6,3,21,13,1
2145,2029-11-14,304.8,3,21,8,1
2146,2029-11-15,517.8,5,22,16,0
2147,2029-11-16,589.8,6,21,19,1
2148,2029-11-17,429.6,7,20,12,0
2149,2029-11-18,517.8,6,20,19,1
2150,2029-11-19,559.2,5,22,15,1
2151,2029-11-20,323.4,5,23,7,0
2152,2029-11-21,485.4,5,22,14,0
2153,2029-11-22,134.4,5,22,4,1
2154,2029-11-23,438.6,6,20,14,0
2155,2029-11-24,370.2,6,22,7,1
2156,2029-11-25,363.0,7,22,13,0
2157,2029-11-26,376.2,6,21,15,1
2158,2029-11-27,435.0,3,22,9,1
2159,2029-11-28,579.6,6,23,20,0
2160,2029-11-29,349.2,9,22,8,0
2161,2029-11-30,251.4,5,21,2,1
2162,2029-12-01,433.2,5,21,12,1
2163,2029-12-02,364.2,3,22,18,1
2164,2029-12-03,393.6,4,22,12,1
2165,2029-12-04,358.2,4,21,9,1
2166,2029-12-05,281.4,5,23,5,0
2167,2029-12-06,370.2,4,22,9,1
2168,2029-12-07,291.6,5,22,7,0
2169,2029-12-08,495.0,7,21,13,0
2170,2029-12-09,432.6,3,23,13,1
2171,2029-12-10,345.6,7,22,8,0
2172,2029-12-11,486.6,7,20,11,0
2173,2029-12-12,463.8,3,21,19,1
2174,2029-12-13,245.4,6,22,10,0
2175,2029-12-14,400.2,4,23,10,1
2176,2029-12-15,472.2,5,22,13,1
2177,2029-12-16,423.6,5,21,6,0
2178,2029-12-17,507.6,5,22,16,0
2179,2029-12-18,372.0,2,22,10,1
2180,2029-12-19,284.4,6,22,7,0
2181,2029-12-20,533.4,5,23,14,1
2182,2029-12-21,406.8,5,23,10,1
2183,2029-12-22,390.6,5,22,8,0
2184,2029-12-23,443.4,6,21,12,0
2185,2029-12-24,565.8,6,22,17,0
2186,2029-12-25,467.4,4,21,10,1
2187,2029-12-26,369.0,8,23,8,0
2188,2029-12-27,185.4,4,22,2,1
2189,2029-12-28,231.6,6,22,5,0
2190,2029-12-29,385.8,3,23,10,1
2191,2029-12-30,393.0,4,22,6,1
2192,2029-12-31,369.6,4,23,9,1
2193,2030-01-01,493.8,5,21,21,1
2194,2030-01-02,637.2,5,21,18,1
2195,2030-01-03,373.8,7,20,8,0
2196,2030-01-04,427.2,6,22,13,1
2197,2030-01-05,312.6,5,22,7,1
2198,2030-01-06,422.4,5,23,19,1
2199,2030-01-07,376.8,4,22,12,1
2200,2030-01-08,463.8,5,22,17,1
2201,2030-01-09,386.4,3,23,8,1
2202,2030-01-10,551.4,4,22,19,1
2203,2030-01-11,445.8,3,21,10,1
2204,2030-01-12,131.4,8,21,4,0
2205,2030-01-13,540.0,4,22,11,1
2206,2030-01-14,432.6,5,22,9,1
2207,2030-01-15,536.4,5,21,17,1
2208,2030-01-16,343.2,6,23,9,0
2209,2030-01-17,516.0,2,20,14,1
2210,2030-01-18,364.2,6,22,9,0
2211,2030-01-19,331.8,5,21,8,0
2212,2030-01-20,465.0,5,22,12,1
2213,2030-01-21,520.2,3,22,14,1
2214,2030-01-22,300.6,6,22,5,0
2215,2030-01-23,474.6,5,22,16,1
2216,2030-01-24,496.8,4,22,16,1
2217,2030-01-25,312.0,5,22,11,1
2218,2030-01-26,318.6,6,22,11,0
2219,2030-01-27,174.0,5,22,2,1
2220,2030-01-28,640.2,6,23,20,0
2221,2030-01-29,398.4,3,22,11,1
2222,2030-01-30,574.8,4,21,17,0
2223,2030-01-31,442.8,4,23,9,0
2224,2030-02-01,442.2,7,23,12,0
2225,2030-02-02,405.0,6,22,14,0
2226,2030-02-03,427.2,5,22,10,0
2227,2030-02-04,211.2,5,22,5,0
2228,2030-02-05,376.8,4,21,11,1
2229,2030-02-06,373.8,3,23,6,1
2230,2030-02-07,342.0,6,20,8,1
2231,2030-02-08,391.2,5,22,9,0
2232,2030-02-09,304.8,5,22,12,1
2233,2030-02-10,343.2,4,22,9,1
2234,2030-02-11,327.0,7,22,7,0
2235,2030-02-12,442.8,7,22,13,1
2236,2030-02-13,526.2,6,21,15,0
2237,2030-02-14,257.4,4,22,6,1
2238,2030-02-15,490.8,5,21,12,1
2239,2030-02-16,460.2,6,22,15,0
2240,2030-02-17,430.2,3,21,12,1
2241,2030-02-18,252.0,6,23,7,0
2242,2030-02-19,474.6,6,21,13,0
2243,2030-02-20,374.4,7,21,12,0
2244,2030-02-21,449.4,4,21,13,1
2245,2030-02-22,472.2,5,21,12,0
2246,2030-02-23,294.0,4,22,3,1
2247,2030-02-24,561.6,3,22,11,1
2248,2030-02-25,505.8,4,21,16,1
2249,2030-02-26,531.0,7,21,18,0
2250,2030-02-27,471.6,4,22,16,1
2251,2030-02-28,459.0,5,20,12,1
2252,2030-03-01,474.6,4,21,15,0
2253,2030-03-02,418.2,4,21,14,0
2254,2030-03-03,346.8,6,22,11,0
2255,2030-03-04,598.8,6,22,17,1
2256,2030-03-05,414.6,7,22,9,0
2257,2030-03-06,489.6,6,22,12,0
2258,2030-03-07,415.8,5,22,16,1
2259,2030-03-08,316.2,7,22,8,0
2260,2030-03-09,244.8,8,21,6,0
2261,2030-03-10,340.8,4,21,8,1
2262,2030-03-11,412.8,6,22,14,0
2263,2030-03-12,705.0,7,22,22,0
2264,2030-03-13,506.4,3,21,17,1
2265,2030-03-14,601.8,5,21,16,0
2266,2030-03-15,612.6,5,22,19,1
2267,2030-03-16,500.4,4,22,13,1
2268,2030-03-17,468.0,6,22,9,0
2269,2030-03-18,418.8,2,22,12,1
2270,2030-03-19,446.4,6,21,11,0
2271,2030-03-20,352.2,5,22,8,1
2272,2030-03-21,354.0,2,23,11,1
2273,2030-03-22,241.8,4,21,5,1
2274,2030-03-23,378.6,4,22,11,1
2275,2030-03-24,438.0,7,21,12,0
2276,2030-03-25,449.4,4,22,11,1
2277,2030-03-26,605.4,9,21,20,0
2278,2030-03-27,472.8,4,22,13,0
2279,2030-03-28,562.2,5,22,20,0
2280,2030-03-29,163.2,6,22,6,0
2281,2030-03-30,544.8,7,22,16,1
2282,2030-03-31,391.2,2,22,13,1
2283,2030-04-01,540.6,4,22,12,1
2284,2030-04-02,321.6,5,20,6,0
2285,2030-04-03,533.4,6,21,14,1
2286,2030-04-04,558.6,4,23,22,1
2287,2030-04-05,527.4,5,22,14,0
2288,2030-04-06,459.0,7,22,12,0
2289,2030-04-07,456.0,8,20,13,0
2290,2030-04-08,409.8,7,20,15,0
2291,2030-04-09,518.4,2,21,19,1
2292,2030-04-10,426.0,4,21,10,1
2293,2030-04-11,394.2,4,21,13,0
2294,2030-04-12,370.8,7,22,12,0
2295,2030-04-13,348.6,5,21,10,0
2296,2030-04-14,468.0,5,21,13,0
2297,2030-04-15,643.2,7,22,19,0
2298,2030-04-16,386.4,6,22,9,0
2299,2030-04-17,526.2,6,22,14,0
2300,2030-04-18,447.6,6,22,14,0
2301,2030-04-19,541.2,4,22,12,1
2302,2030-04-20,538.8,4,22,14,0
2303,2030-04-21,508.2,5,21,14,1
2304,2030-04-22,365.4,5,21,8,1
2305,2030-04-23,438.6,4,22,12,1
2306,2030-04-24,329.4,5,22,12,1
2307,2030-04-25,233.4,3,22,7,1
2308,2030-04-26,464.4,3,23,12,1
2309,2030-04-27,421.8,5,22,12,1
2310,2030-04-28,636.0,4,22,21,0
2311,2030-04-29,277.8,4,22,8,1
2312,2030-04-30,601.2,5,23,16,1
2313,2030-05-01,450.6,5,22,14,0
2314,2030-05-02,535.8,5,21,17,1
2315,2030-05-03,318.0,6,21,8,0
2316,2030-05-04,270.0,6,21,4,0
2317,2030-05-05,553.2,7,21,12,0
2318,2030-05-06,558.6,6,21,15,0
2319,2030-05-07,357.0,3,21,11,1
2320,2030-05-08,346.2,3,22,11,1
2321,2030-05-09,619.2,4,22,21,1
2322,2030-05-10,334.8,7,21,9,0
2323,2030-05-11,462.6,6,22,16,0
2324,2030-05-12,451.2,4,22,8,1
2325,2030-05-13,405.0,5,22,17,1
2326,2030-05-14,456.6,6,22,12,0
2327,2030-05-15,580.8,4,22,14,1
2328,2030-05-16,292.8,6,22,9,1
2329,2030-05-17,403.2,8,21,12,0
2330,2030-05-18,415.2,2,22,13,1
2331,2030-05-19,389.4,4,22,6,1
2332,2030-05-20,373.8,6,21,10,0
2333,2030-05-21,567.0,2,23,13,1
2334,2030-05-22,403.2,7,21,9,0
2335,2030-05-23,414.6,6,22,13,0
2336,2030-05-24,335.4,5,22,11,1
2337,2030-05-25,412.8,5,22,15,1
2338,2030-05-26,444.6,4,21,11,1
2339,2030-05-27,788.4,6,22,23,1
2340,2030-05-28,214.2,4,23,3,1
2341,2030-05-29,310.2,6,22,8,0
2342,2030-05-30,520.2,4,21,15,0
2343,2030-05-31,424.8,8,21,13,0
2344,2030-06-01,431.4,6,22,14,0
2345,2030-06-02,303.0,7,21,2,0
2346,2030-06-03,495.6,7,22,11,0
2347,2030-06-04,438.0,4,22,12,0
2348,2030-06-05,435.6,6,20,15,0
2349,2030-06-06,475.2,5,22,14,1
2350,2030-06-07,482.4,7,23,12,0
2351,2030-06-08,491.4,8,21,12,0
2352,2030-06-09,374.4,6,22,6,0
2353,2030-06-10,295.8,3,22,14,1
2354,2030-06-11,438.6,6,21,11,0
2355,2030-06-12,427.2,6,22,10,1
2356,2030-06-13,474.6,4,22,12,1
2357,2030-06-14,409.2,4,23,10,1
2358,2030-06-15,292.2,6,21,5,0
2359,2030-06-16,461.4,4,22,15,1
2360,2030-06-17,540.6,5,22,20,0
2361,2030-06-18,406.8,6,22,13,0
2362,2030-06-19,529.2,5,22,13,1
2363,2030-06-20,597.6,6,21,19,0
2364,2030-06-21,640.8,7,21,21,0
2365,2030-06-22,370.2,6,21,11,0
2366,2030-06-23,387.0,5,21,9,1
2367,2030-06-24,570.0,8,21,14,0
2368,2030-06-25,442.8,5,22,13,0
2369,2030-06-26,554.4,5,21,16,0
2370,2030-06-27,390.0,5,21,12,1
2371,2030-06-28,403.8,6,21,12,0
2372,2030-06-29,351.0,5,22,8,1
2373,2030-06-30,470.4,7,21,17,0
2374,2030-07-01,318.0,6,22,9,0
2375,2030-07-02,302.4,4,23,7,1
2376,2030-07-03,222.0,5,22,2,0
2377,2030-07-04,374.4,7,23,12,0
2378,2030-07-05,366.6,7,23,9,0
2379,2030-07-06,331.8,3,22,11,1
2380,2030-07-07,385.8,5,21,10,1
2381,2030-07-08,273.6,5,22,10,1
2382,2030-07-09,411.0,4,22,8,1
2383,2030-07-10,259.2,3,22,9,1
2384,2030-07-11,427.8,5,23,8,0
2385,2030-07-12,427.8,3,21,11,1
2386,2030-07-13,352.2,5,22,7,0
2387,2030-07-14,507.0,6,23,18,1
2388,2030-07-15,451.8,7,21,12,0
2389,2030-07-16,292.8,4,23,5,1
2390,2030-07-17,370.8,7,20,13,0
2391,2030-07-18,385.2,5,21,8,1
2392,2030-07-19,463.8,4,21,17,0
2393,2030-07-20,505.2,5,21,9,1
2394,2030-07-21,498.6,7,21,18,0
2395,2030-07-22,412.8,2,21,16,1
2396,2030-07-23,840.0,2,22,28,1
2397,2030-07-24,475.8,6,20,12,0
2398,2030-07-25,509.4,4,23,15,1
2399,2030-07-26,388.2,5,21,12,0
2400,2030-07-27,431.4,5,22,12,1
2401,2030-07-28,521.4,4,21,18,1
2402,2030-07-29,543.0,4,22,15,1
2403,2030-07-30,376.2,5,22,12,0
2404,2030-07-31,508.8,4,22,18,1
2405,2030-08-01,553.2,5,21,16,0
2406,2030-08-02,639.6,6,23,19,0
2407,2030-08-03,506.4,5,20,17,0
2408,2030-08-04,427.2,5,22,10,1
2409,2030-08-05,441.0,4,22,10,1
2410,2030-08-06,326.4,5,21,10,0
2411,2030-08-07,473.4,6,22,16,1
2412,2030-08-08,438.0,5,22,18,1
2413,2030-08-09,639.0,5,21,17,0
2414,2030-08-10,306.0,7,20,6,0
2415,2030-08-11,410.4,4,21,9,0
2416,2030-08-12,457.8,3,23,15,1
2417,2030-08-13,501.0,5,21,18,1
2418,2030-08-14,441.6,4,21,13,1
2419,2030-08-15,547.2,5,21,19,1
2420,2030-08-16,391.8,5,21,3,1
2421,2030-08-17,424.8,7,21,11,0
2422,2030-08-18,588.0,5,22,18,1
2423,2030-08-19,451.8,5,22,14,1
2424,2030-08-20,352.2,6,21,8,0
2425,2030-08-21,531.6,5,21,16,0
2426,2030-08-22,430.2,5,21,13,0
2427,2030-08-23,462.6,3,22,10,1
2428,2030-08-24,229.2,6,22,5,0
2429,2030-08-25,555.6,7,22,15,0
2430,2030-08-26,392.4,1,22,7,1
2431,2030-08-27,738.0,6,23,22,0
2432,2030-08-28,154.8,2,22,4,1
2433,2030-08-29,489.6,4,21,12,1
2434,2030-08-30,447.6,5,23,15,1
2435,2030-08-31,382.2,4,22,7,0
2436,2030-09-01,409.2,6,22,9,0
2437,2030-09-02,445.2,5,22,16,0
2438,2030-09-03,377.4,6,21,8,0
2439,2030-09-04,572.4,2,22,21,1
2440,2030-09-05,383.4,4,23,12,0
2441,2030-09-06,269.4,5,21,10,1
2442,2030-09-07,650.4,5,21,19,1
2443,2030-09-08,319.2,5,23,7,1
2444,2030-09-09,512.4,5,23,20,0
2445,2030-09-10,350.4,5,22,8,1
2446,2030-09-11,540.0,7,22,18,0
2447,2030-09-12,532.8,8,22,20,0
2448,2030-09-13,356.4,8,21,12,0
2449,2030-09-14,477.0,7,21,12,0
2450,2030-09-15,406.8,5,23,11,1
2451,2030-09-16,310.8,3,22,8,1
2452,2030-09-17,405.0,3,20,12,1
2453,2030-09-18,479.4,5,22,16,1
2454,2030-09-19,372.0,3,20,15,1
2455,2030-09-20,522.0,4,21,14,1
2456,2030-09-21,331.8,4,21,9,1
2457,2030-09-22,313.8,4,22,7,1
2458,2030-09-23,612.6,3,22,20,1
2459,2030-09-24,374.4,5,23,6,0
2460,2030-09-25,418.2,6,22,11,1
2461,2030-09-26,422.4,5,21,15,0
2462,2030-09-27,541.8,5,21,19,0
2463,2030-09-28,417.6,6,22,12,0
2464,2030-09-29,334.8,5,21,13,0
2465,2030-09-30,406.2,5,23,10,0
2466,2030-10-01,615.0,4,22,20,1
2467,2030-10-02,549.0,4,21,18,1
2468,2030-10-03,279.6,5,21,8,1
2469,2030-10-04,492.0,6,21,15,0
2470,2030-10-05,471.0,4,22,11,1
2471,2030-10-06,435.0,4,22,13,1
2472,2030-10-07,395.4,6,22,8,0
2473,2030-10-08,270.0,2,22,3,1
2474,2030-10-09,206.4,5,21,7,0
2475,2030-10-10,339.0,6,23,10,0
2476,2030-10-11,406.2,5,22,10,0
2477,2030-10-12,217.8,7,22,2,0
2478,2030-10-13,504.6,5,22,13,1
2479,2030-10-14,307.2,5,23,6,0
2480,2030-10-15,455.4,8,20,12,0
2481,2030-10-16,293.4,4,22,7,0
2482,2030-10-17,279.0,5,23,4,1
2483,2030-10-18,354.0,6,22,12,0
2484,2030-10-19,454.2,4,22,11,1
2485,2030-10-20,444.6,3,21,12,1
2486,2030-10-21,490.8,5,22,19,1
2487,2030-10-22,470.4,8,22,15,0
2488,2030-10-23,747.6,5,21,21,1
2489,2030-10-24,381.0,3,22,11,1
2490,2030-10-25,336.6,5,22,9,0
2491,2030-10-26,415.8,6,21,14,0
2492,2030-10-27,522.6,5,21,20,0
2493,2030-10-28,260.4,5,21,7,0
2494,2030-10-29,667.2,6,22,18,1
2495,2030-10-30,484.8,3,21,14,0
2496,2030-10-31,295.2,5,21,10,0
2497,2030-11-01,556.2,7,21,19,0
2498,2030-11-02,373.8,5,22,7,0
2499,2030-11-03,505.8,4,22,15,1
2500,2030-11-04,321.0,4,22,11,1
2501,2030-11-05,559.2,5,23,17,0
2502,2030-11-06,451.8,2,21,14,1
2503,2030-11-07,531.6,6,21,17,0
2504,2030-11-08,535.2,5,22,12,0
2505,2030-11-09,379.8,1,22,10,1
2506,2030-11-10,370.8,4,22,12,1
2507,2030-11-11,332.4,6,21,13,0
2508,2030-11-12,409.8,7,22,14,0
2509,2030-11-13,436.2,5,22,15,1
2510,2030-11-14,307.2,5,20,12,1
2511,2030-11-15,521.4,5,21,15,0
2512,2030-11-16,649.8,3,21,22,1
2513,2030-11-17,353.4,7,21,9,0
2514,2030-11-18,450.6,6,22,17,1
2515,2030-11-19,373.8,4,22,9,1
2516,2030-11-20,372.6,5,21,8,1
2517,2030-11-21,655.2,3,22,18,1
2518,2030-11-22,360.0,5,21,8,0
2519,2030-11-23,445.2,5,21,12,1
2520,2030-11-24,358.2,6,21,8,0
2521,2030-11-25,625.8,5,22,23,1
2522,2030-11-26,464.4,4,21,12,1
2523,2030-11-27,318.0,8,21,7,0
2524,2030-11-28,333.0,4,21,8,1
2525,2030-11-29,589.2,4,22,22,1
2526,2030-11-30,382.8,2,22,11,1
2527,2030-12-01,432.6,7,20,12,0
2528,2030-12-02,591.0,8,23,19,0
2529,2030-12-03,491.4,7,20,18,0
2530,2030-12-04,353.4,5,22,8,1
2531,2030-12-05,294.6,5,22,8,0
2532,2030-12-06,408.0,4,22,10,1
2533,2030-12-07,478.8,6,21,11,1
2534,2030-12-08,528.0,6,22,16,1
2535,2030-12-09,393.0,4,22,12,1
2536,2030-12-10,454.2,3,23,11,1
2537,2030-12-11,346.2,6,22,12,0
2538,2030-12-12,387.0,5,23,9,0
2539,2030-12-13,729.6,3,21,19,1
2540,2030-12-14,304.8,8,21,9,0
2541,2030-12-15,403.2,6,22,12,0
2542,2030-12-16,462.6,6,22,15,0
2543,2030-12-17,413.4,4,22,15,1
2544,2030-12-18,340.2,5,21,10,1
2545,2030-12-19,520.2,3,20,17,1
2546,2030-12-20,709.2,4,21,22,1
2547,2030-12-21,610.8,7,22,20,0
2548,2030-12-22,277.2,5,22,2,0
2549,2030-12-23,462.6,6,22,12,0
2550,2030-12-24,381.0,6,21,9,0
2551,2030-12-25,362.4,7,21,14,0
2552,2030-12-26,611.4,5,23,17,0
2553,2030-12-27,378.6,7,22,7,0
2554,2030-12-28,514.8,6,21,16,0
2555,2030-12-29,340.8,5,22,12,0
2556,2030-12-30,309.0,3,22,11,1
2557,2030-12-31,396.0,4,22,14,1
2558,2031-01-01,365.4,7,22,11,1
2559,2031-01-02,544.2,6,22,17,0
2560,2031-01-03,369.6,8,22,10,0
2561,2031-01-04,545.4,4,22,18,1
2562,2031-01-05,451.2,4,22,12,1
2563,2031-01-06,288.6,7,21,2,0
2564,2031-01-07,310.2,4,22,8,1
2565,2031-01-08,310.8,4,22,12,1
2566,2031-01-09,405.0,4,22,14,1
2567,2031-01-10,447.0,4,22,12,0
2568,2031-01-11,407.4,4,21,9,0
2569,2031-01-12,631.8,5,22,20,1
2570,2031-01-13,504.6,5,22,18,0
2571,2031-01-14,331.2,5,22,7,0
2572,2031-01-15,435.6,5,22,8,0
2573,2031-01-16,493.8,3,22,13,1
2574,2031-01-17,300.6,4,23,11,1
2575,2031-01-18,207.0,4,22,2,1
2576,2031-01-19,335.4,5,21,9,0
2577,2031-01-20,396.0,4,21,15,1
2578,2031-01-21,518.4,5,20,13,0
2579,2031-01-22,253.2,4,21,8,1
2580,2031-01-23,363.6,6,22,9,1
2581,2031-01-24,478.2,6,22,11,0
2582,2031-01-25,597.6,7,21,24,0
2583,2031-01-26,421.2,5,22,12,1
2584,2031-01-27,384.6,5,22,9,0
2585,2031-01-28,534.0,5,22,20,1
2586,2031-01-29,437.4,4,23,15,0
2587,2031-01-30,365.4,5,22,8,0
2588,2031-01-31,460.2,2,21,12,1
2589,2031-02-01,450.0,4,22,11,1
2590,2031-02-02,411.6,6,22,14,0
2591,2031-02-03,209.4,5,23,6,0
2592,2031-02-04,364.2,7,22,7,1
2593,2031-02-05,471.6,7,23,11,0
2594,2031-02-06,496.2,5,22,8,1
2595,2031-02-07,699.0,4,23,17,1
2596,2031-02-08,433.2,3,21,7,1
2597,2031-02-09,574.8,6,21,23,0
2598,2031-02-10,394.8,6,22,11,0
2599,2031-02-11,470.4,3,22,13,1
2600,2031-02-12,479.4,5,21,14,0
2601,2031-02-13,403.2,6,22,12,0
2602,2031-02-14,605.4,8,22,17,0
2603,2031-02-15,403.2,5,22,13,0
2604,2031-02-16,386.4,7,22,10,0
2605,2031-02-17,301.8,8,22,6,0
2606,2031-02-18,484.2,5,22,14,1
2607,2031-02-19,535.2,3,22,16,1
2608,2031-02-20,254.4,4,22,6,1
2609,2031-02-21,217.8,6,22,10,0
2610,2031-02-22,479.4,6,22,16,0
2611,2031-02-23,358.2,7,22,8,0
2612,2031-02-24,372.6,5,21,8,0
2613,2031-02-25,369.6,4,22,11,1
2614,2031-02-26,555.6,7,22,18,0
2615,2031-02-27,519.0,4,22,16,1
2616,2031-02-28,498.6,5,23,18,1
2617,2031-03-01,321.0,5,21,8,1
2618,2031-03-02,288.6,7,20,9,0
2619,2031-03-03,286.2,6,22,11,0
2620,2031-03-04,465.6,7,22,11,0
2621,2031-03-05,361.8,4,20,8,1
2622,2031-03-06,442.8,5,22,14,0
2623,2031-03-07,295.8,4,21,5,1
2624,2031-03-08,461.4,7,22,13,0
2625,2031-03-09,690.6,7,20,19,0
2626,2031-03-10,507.6,3,21,12,1
2627,2031-03-11,366.0,6,22,8,0
2628,2031-03-12,433.2,4,22,6,1
2629,2031-03-13,447.0,6,22,14,0
2630,2031-03-14,649.2,6,21,20,0
2631,2031-03-15,407.4,6,22,13,0
2632,2031-03-16,393.0,7,21,10,0
2633,2031-03-17,391.8,6,22,9,1
2634,2031-03-18,300.0,6,23,5,1
2635,2031-03-19,462.0,6,22,13,0
2636,2031-03-20,291.0,7,23,5,1
2637,2031-03-21,580.8,7,22,16,0
2638,2031-03-22,482.4,7,22,15,0
2639,2031-03-23,364.8,5,23,11,0
2640,2031-03-24,475.2,7,22,15,0
2641,2031-03-25,513.0,4,21,13,1
2642,2031-03-26,528.6,4,21,15,1
2643,2031-03-27,494.4,4,22,16,1
2644,2031-03-28,350.4,6,21,11,0
